Gene_ID,Sample_con-1,Sample_con-2,Sample_con-3,Sample_trt-1,Sample_trt-2,Sample_trt-3
pg_1001100,948,964,1494,1132,1338,889
pg_10011001,0,0,0,0,0,0
pg_10011002,0,0,0,0,0,0
pg_10011003,352,334,386,411,266,263
pg_10011004,62,71,46,77,71,139
pg_10011005,596,521,639,545,596,590
pg_10011006,189,203,204,127,117,143
pg_10011007,57,30,50,22,0,21
pg_1001101,156,117,140,85,118,119
pg_10011012,86,85,133,170,214,177
pg_10011013,0,0,0,0,0,0
pg_10011014,23,36,8,32,32,38
pg_10011015,0,1,3,5,4,6
pg_10011016,1,0,3,5,5,5
pg_10011017,20,22,15,45,61,42
pg_10011018,13,11,12,14,31,10
pg_10011019,351,312,333,188,190,190
pg_10011021,1034,1028,967,1407,1357,1883
pg_10011022,0,0,0,0,10,4
pg_10011023,0,0,0,0,0,0
pg_10011024,158,162,193,5,9,8
pg_10011025,173,175,135,205,207,269
pg_10011026,122,68,148,178,127,158
pg_10011028,0,4,13,8,3,4
pg_10011029,13,21,30,52,58,39
pg_10011030,162,152,155,339,272,357
pg_10011031,0,3,1,5,0,0
pg_10011032,0,0,0,0,0,0
pg_10011033,0,0,0,0,0,0
pg_10011034,0,0,0,0,0,0
pg_10011035,0,0,0,0,0,0
pg_10011036,0,1,3,4,1,1
pg_1001104,0,0,0,0,1,0
pg_10011040,7,2,2,304,351,323
pg_10011041,11,7,10,0,0,1
pg_10011043,5,3,11,383,387,569
pg_10011044,172,125,117,463,459,449
pg_10011045,21,12,13,199,205,357
pg_10011048,135,136,162,228,306,329
pg_10011049,0,0,0,0,0,0
pg_1001105,314,317,366,33,28,14
pg_10011051,3,1,0,0,0,0
pg_10011052,0,0,0,3,4,2
pg_10011053,24,27,23,91,52,89
pg_10011055,1358,973,1074,423,364,428
pg_10011056,209,206,272,189,177,190
pg_10011059,0,2,1,106,64,95
pg_1001106,111,101,81,224,144,250
pg_10011062,325,289,352,565,523,537
pg_10011063,166,150,267,453,555,299
pg_10011064,180,164,130,114,141,173
pg_10011065,212,183,199,230,306,305
pg_10011066,218,169,166,411,435,265
pg_10011068,0,0,1,1167,1375,1236
pg_1001107,0,0,0,0,0,0
pg_10011070,6,1,16,263,135,398
pg_10011071,0,0,0,1,1,3
pg_10011072,112,110,143,258,267,173
pg_10011073,203,128,162,173,226,226
pg_10011074,27,20,25,86,73,77
pg_10011075,5,2,3,7,6,4
pg_10011076,2,3,0,0,3,1
pg_10011077,99,80,108,331,405,424
pg_10011078,870,732,959,1368,1385,1538
pg_10011079,0,0,0,0,0,0
pg_1001108,168,193,197,265,279,289
pg_10011080,0,0,0,0,0,0
pg_10011084,12,8,25,5,17,7
pg_10011085,26,17,26,132,173,69
pg_1001109,9,11,13,23,26,38
pg_10011092,0,0,0,0,0,0
pg_10011095,0,0,0,1,0,0
pg_10011096,0,0,0,0,0,0
pg_10011099,179,153,160,174,156,157
pg_1001110,13,21,21,8,21,29
pg_10011100,7,3,28,4,5,2
pg_10011105,218,206,322,546,564,450
pg_10011106,96,77,78,169,141,214
pg_10011107,27,14,15,263,239,399
pg_10011108,71,67,33,109,92,82
pg_10011109,25,13,31,26,19,34
pg_1001111,0,0,0,1,0,0
pg_10011110,81,50,119,171,194,163
pg_10011111,3,0,0,0,0,2
pg_10011112,3,0,0,6,1,0
pg_10011113,144,144,145,194,188,158
pg_10011114,136,174,157,224,225,223
pg_10011115,20,43,33,71,83,61
pg_10011116,34,25,35,53,66,53
pg_10011117,0,0,0,0,0,0
pg_10011118,0,0,1,2,2,0
pg_10011119,0,0,0,1,0,0
pg_1001112,0,0,0,0,0,1
pg_10011120,0,0,0,0,1,0
pg_10011121,6,3,9,19,16,20
pg_10011122,73,62,67,119,118,127
pg_10011124,27,13,26,82,52,95
pg_10011126,0,0,0,1,0,0
pg_10011127,0,0,3,0,0,4
pg_10011128,0,0,1,2,5,1
pg_10011129,2,4,13,10,24,3
pg_1001113,7,2,4,3,19,6
pg_10011130,0,0,0,0,0,0
pg_10011131,0,0,0,1,0,0
pg_10011132,6,8,3,11,8,13
pg_10011133,0,0,0,0,1,3
pg_10011134,0,0,0,0,0,0
pg_10011135,0,0,0,0,0,0
pg_10011136,19,19,14,36,33,36
pg_10011137,0,0,0,0,0,0
pg_10011138,0,0,0,0,0,0
pg_10011139,3,1,0,9,4,15
pg_1001114,1,0,2,7,1,0
pg_10011144,17,9,10,7,12,7
pg_10011147,3,6,1,10,11,15
pg_1001115,6,9,2,30,22,22
pg_1001116,14,15,25,41,27,17
pg_1001119,335,331,491,692,621,477
pg_1001120,0,0,0,0,0,0
pg_1001121,156,106,81,125,82,121
pg_1001122,173,171,225,346,332,311
pg_1001123,298,371,266,390,319,674
pg_1001124,150,140,168,361,353,278
pg_1001125,0,0,0,0,0,0
pg_1001127,312,342,285,398,421,332
pg_1001128,1,2,3,358,561,109
pg_1001129,181,145,139,45,38,56
pg_1001130,34,12,47,26,15,15
pg_1001131,135,111,109,124,93,99
pg_1001132,32,35,27,93,105,118
pg_1001133,0,0,0,0,0,0
pg_1001134,56,35,55,97,103,73
pg_1001135,0,0,0,0,9,2
pg_1001136,0,0,0,0,0,0
pg_1001137,1,0,0,0,1,0
pg_1001139,35,23,31,36,23,92
pg_1001141,200,175,245,859,908,1099
pg_1001142,142,177,232,304,306,284
pg_1001143,306,299,304,135,126,234
pg_1001144,22,17,21,38,61,57
pg_1001146,5467,4140,4780,1995,1138,1420
pg_1001147,4738,3790,3765,1069,680,909
pg_1001148,3,4,11,366,365,455
pg_1001150,0,0,0,0,1,0
pg_1001151,1,1,0,18,13,27
pg_1001155,0,0,0,0,0,0
pg_1001158,0,0,0,0,0,0
pg_1001159,0,0,0,0,0,0
pg_1001160,0,0,0,0,0,0
pg_1001161,28,10,10,2,0,1
pg_1001163,167,116,201,226,272,243
pg_1001164,41,65,54,75,74,70
pg_1001166,151,139,97,165,192,167
pg_1001169,0,0,0,0,0,0
pg_1001170,3,1,4,20,28,36
pg_1001171,1011,885,859,1319,1100,1013
pg_1001174,13,5,7,7,0,8
pg_1001176,0,0,0,0,0,1
pg_1001177,19,12,14,24,11,24
pg_1001178,0,1,6,4,1,5
pg_1001179,0,2,0,3,6,10
pg_1001180,3,0,0,0,0,1
pg_1001181,20,22,18,27,36,18
pg_1001182,256,218,262,101,92,176
pg_1001183,123,140,161,1077,1157,1135
pg_1001184,3,1,0,0,1,0
pg_1001185,0,0,3,1,1,7
pg_1001186,8,6,6,22,17,27
pg_1001187,102,105,86,110,106,196
pg_1001188,369,370,420,410,425,359
pg_1001189,0,0,0,1,0,0
pg_1001190,53,41,77,136,125,154
pg_1001191,2,0,1,4,0,7
pg_1001192,3,3,2,0,0,0
pg_1001193,16,17,54,0,3,0
pg_1001194,360,246,402,639,547,548
pg_1001195,3,4,9,31,42,50
pg_1001196,0,5,2,5,4,8
pg_1001197,19,20,23,18,32,31
pg_1001198,342,299,236,475,463,441
pg_1001199,37,33,34,89,88,123
pg_1001200,33,39,18,23,18,42
pg_1001201,0,0,1,2,4,2
pg_1001202,129,106,115,146,140,185
pg_1001203,11,13,4,16,11,47
pg_1001204,15,32,9,19,20,41
pg_1001205,264,282,297,470,492,425
pg_1001206,118,103,117,690,787,571
pg_1001207,2962,2900,2686,4553,4611,7376
pg_1001208,33,16,23,29,23,48
pg_1001209,1826,1686,3155,912,1386,606
pg_1001212,4,0,3,62,67,116
pg_1001213,0,0,0,0,0,3
pg_1001214,328,275,534,167,220,117
pg_1001215,42,34,49,59,51,59
pg_1001216,46,53,54,64,62,101
pg_1001218,30,17,14,26,17,80
pg_1001219,6,11,4,13,7,16
pg_1001220,21,34,33,35,31,68
pg_1001221,13,15,17,6,3,4
pg_1001222,0,0,0,0,0,0
pg_1001223,1,0,5,0,0,0
pg_1001224,0,0,0,0,0,0
pg_1001225,3720,3389,3983,2491,2224,2944
pg_1001226,20,19,15,42,44,42
pg_1001227,62,49,57,47,47,87
pg_1001228,62,63,63,79,69,97
pg_1001231,24,17,24,54,46,19
pg_1001239,1197,1086,1445,1537,1567,1568
pg_1001240,4,10,7,873,747,887
pg_1001241,101,69,176,230,255,121
pg_1001242,141,141,161,195,244,182
pg_1001243,314,372,405,839,892,734
pg_1001246,0,0,0,0,0,0
pg_1001247,53,47,62,229,232,179
pg_1001249,23,22,14,15,8,16
pg_1001250,357,362,411,671,644,798
pg_1001251,33,16,17,106,152,146
pg_1001252,0,0,0,0,0,0
pg_1001254,0,0,0,2,0,3
pg_1001255,0,0,0,0,0,0
pg_1001256,156,146,213,145,184,170
pg_1001257,539,477,543,1423,1462,1142
pg_1001258,90,82,55,119,97,56
pg_1001260,19,23,17,68,55,105
pg_1001261,6,10,6,47,43,57
pg_1001266,0,0,0,0,0,0
pg_1001267,0,0,0,0,3,1
pg_1001268,2007,1635,1892,3,2,1
pg_1001271,11,24,10,93,114,90
pg_1001272,270,251,235,72,56,48
pg_1001273,75,98,92,128,97,127
pg_1001275,31,33,33,118,126,95
pg_1001276,204,156,191,64,63,62
pg_1001277,15,22,15,42,34,62
pg_1001278,117,116,150,382,473,351
pg_1001279,128,122,101,253,264,413
pg_1001280,4,11,5,141,177,244
pg_1001281,1381,1627,1346,2781,2535,4073
pg_1001284,48,55,61,179,223,205
pg_1001286,559,527,642,631,582,657
pg_1001287,148,116,171,76,81,96
pg_1001288,0,0,0,0,0,0
pg_1001290,0,0,0,0,0,0
pg_1001292,0,0,0,0,0,0
pg_1001293,212,191,190,228,217,247
pg_1001294,3,0,0,1,0,4
pg_1001295,3,3,0,3,1,4
pg_1001296,0,0,0,1,0,0
pg_1001297,20,23,11,14,29,21
pg_1001298,291,335,372,329,410,365
pg_1001299,0,8,0,5,3,2
pg_1001300,446,445,464,82,106,94
pg_1001302,394,289,358,143,99,182
pg_1001304,15,13,21,347,321,248
pg_1001305,0,0,0,0,0,0
pg_1001306,262,242,142,184,194,288
pg_1001307,0,1,0,9,7,2
pg_1001308,59,60,68,272,219,217
pg_1001309,4,5,6,20,6,6
pg_1001310,1300,1317,2112,1621,1952,3143
pg_1001311,182,173,178,232,229,230
pg_1001312,2,0,0,3,0,2
pg_1001313,0,0,0,0,0,0
pg_1001314,14,25,20,40,25,39
pg_1001315,3,2,1,2,16,3
pg_1001316,234,187,251,313,393,320
pg_1001321,506,401,586,619,744,663
pg_1001322,2440,1844,2289,106,116,50
pg_1001323,117,80,155,206,194,194
pg_1001324,17,14,21,45,19,37
pg_1001325,469,419,407,354,436,405
pg_1001326,273,216,278,283,348,278
pg_1001327,1,0,0,0,5,0
pg_1001330,167,113,226,479,572,281
pg_1001331,61,54,61,71,84,93
pg_1001332,500,367,640,557,528,532
pg_1001335,1,0,4,41,39,79
pg_1001336,65,71,67,137,145,181
pg_1001338,154,169,221,161,185,210
pg_1001339,0,1,0,30,21,71
pg_1001340,43,40,57,64,120,101
pg_1001341,72,110,57,2432,2135,1641
pg_1001342,32,26,37,62,45,103
pg_1001343,2,0,2,0,0,0
pg_1001344,52,64,43,55,28,24
pg_1001345,0,0,0,4,5,2
pg_1001346,111,88,113,101,87,112
pg_1001347,0,0,0,0,0,0
pg_1001348,628,633,776,2382,2646,3188
pg_1001349,81,91,94,98,99,120
pg_1001350,188,209,191,219,214,353
pg_1001353,19,17,6,25,26,4
pg_1001354,4,0,2,1,0,2
pg_1001355,0,0,0,0,0,3
pg_1001356,57,54,73,37,67,35
pg_1001358,483,397,620,239,286,175
pg_1001361,427,325,452,330,372,252
pg_1001362,0,0,0,0,0,0
pg_1001363,965,741,1007,279,333,288
pg_1001367,101,95,104,44,56,59
pg_1001368,4,0,5,1,5,1
pg_1001369,230,152,328,82,89,75
pg_1001370,156,155,114,111,130,163
pg_1001371,87,69,51,60,65,65
pg_1001372,107,66,91,112,99,129
pg_1001374,0,0,0,0,1,0
pg_1001377,48,45,15,37,48,72
pg_1001378,114,111,95,109,76,117
pg_1001379,4,4,7,15,3,8
pg_1001380,2475,2102,1800,1435,1520,1660
pg_1001381,40,39,28,46,47,53
pg_1001382,6,1,11,1,6,9
pg_1001383,83,59,44,2,3,4
pg_1001384,24,27,26,4,1,0
pg_1001385,72,110,150,187,222,184
pg_1001386,171,152,262,62,61,67
pg_1001389,86,51,67,54,80,96
pg_1001390,565,483,637,483,512,535
pg_1001391,411,410,511,1208,1237,1163
pg_1001392,10,18,2,7,9,14
pg_1001393,0,0,0,2,0,1
pg_1001394,510,578,950,2397,2486,905
pg_1001397,166,130,172,127,135,157
pg_1001399,19,28,26,56,56,44
pg_1001400,12232,9145,8021,13,9,33
pg_1001401,705,715,680,228,223,108
pg_1001402,366,451,332,327,353,262
pg_1001403,17,26,14,157,232,278
pg_1001404,20,15,26,40,64,81
pg_1001405,622,646,427,323,336,285
pg_1001406,702,538,539,130,129,106
pg_1001407,273,242,280,492,468,455
pg_1001408,62,73,34,1,5,2
pg_1001409,439,504,328,704,871,600
pg_1001410,21,13,7,9,18,33
pg_1001411,0,0,0,10,25,31
pg_1001412,199,213,184,134,159,212
pg_1001413,32,16,30,54,40,32
pg_1001414,53,38,58,104,97,134
pg_1001416,26,24,31,24,15,23
pg_1001417,127,160,123,143,126,226
pg_1001418,29,31,26,24,15,18
pg_1001419,0,5,2,4,18,14
pg_1001420,3,0,0,8,4,5
pg_1001421,33,27,18,32,21,12
pg_1001422,150,66,141,237,252,323
pg_1001423,0,0,0,0,0,0
pg_1001428,12,30,11,16,11,12
pg_1001429,0,0,0,0,0,0
pg_1001430,51,41,38,0,0,0
pg_1001431,11,2,19,4,0,0
pg_1001432,1,1,0,1,4,8
pg_1001433,398,326,364,483,470,517
pg_1001435,54,30,48,244,300,214
pg_1001436,274,248,234,263,217,335
pg_1001438,9,5,7,41,50,59
pg_1001439,74,76,108,146,155,143
pg_1001440,15,8,8,17,26,19
pg_1001441,21,32,31,26,15,22
pg_1001442,69,48,52,322,240,239
pg_1001443,93,107,89,84,85,80
pg_1001444,16,18,16,23,27,52
pg_1001448,20,19,18,193,197,243
pg_1001449,10,12,12,16,12,14
pg_1001450,38,46,41,387,407,330
pg_1001451,0,0,1,58,37,90
pg_1001452,62,53,74,67,67,54
pg_1001453,163,200,153,484,261,402
pg_1001454,38,29,36,8,5,1
pg_1001455,0,0,0,0,0,0
pg_1001456,422,498,520,26,26,44
pg_1001457,82,88,74,92,105,236
pg_1001458,51,49,33,21,32,35
pg_1001459,961,992,968,505,371,642
pg_1001460,0,0,2,0,2,0
pg_1001461,0,0,1,2,2,1
pg_1001464,41,33,35,124,86,107
pg_1001465,3461,3999,2685,0,0,1
pg_1001466,162,193,160,68,87,87
pg_1001467,352,382,333,283,327,457
pg_1001468,23,22,49,591,608,418
pg_1001469,0,2,4,22,22,33
pg_1001470,0,0,0,0,0,0
pg_1001474,0,0,0,0,0,0
pg_1001475,3,5,0,0,0,0
pg_1001476,3,0,1,0,0,3
pg_1001477,948,1003,976,937,653,757
pg_1001478,230,182,83,26,0,5
pg_1001481,3,3,5,2,4,0
pg_1001482,17,8,3,20,27,32
pg_1001486,4,7,2,18,5,9
pg_1001487,128,127,124,344,358,313
pg_1001488,0,0,0,0,5,1
pg_1001489,0,0,0,10,2,17
pg_1001491,43,37,7,218,233,284
pg_1001492,0,0,1,50,59,41
pg_1001493,0,0,0,0,0,0
pg_1001494,0,0,0,0,0,0
pg_1001496,0,0,0,0,1,0
pg_1001497,7,18,7,11,8,13
pg_1001498,110,140,105,106,89,159
pg_1001499,0,0,1,1,1,3
pg_1001500,13,3,14,29,24,21
pg_1001501,0,0,0,0,0,0
pg_1001502,1928,2234,1352,827,728,967
pg_1001503,1761,1922,1836,348,389,412
pg_1001504,307,289,361,279,302,331
pg_1001505,23,13,27,12,5,4
pg_1001506,4,1,3,0,3,0
pg_1001508,1,0,5,16,3,7
pg_1001509,49,41,55,69,59,52
pg_1001510,899,720,771,0,7,12
pg_1001511,63,76,57,162,162,170
pg_1001512,263,226,253,700,612,805
pg_1001513,9,7,15,60,61,55
pg_1001515,9,1,4,11,11,21
pg_1001516,51,32,36,9,19,14
pg_1001517,557,517,578,144,136,138
pg_1001518,0,0,0,0,0,0
pg_1001519,0,0,0,0,0,0
pg_1001520,0,0,0,0,0,0
pg_1001522,0,0,0,0,0,0
pg_1001523,1,0,0,0,1,0
pg_1001524,0,0,0,0,0,1
pg_1001525,1,0,0,0,0,0
pg_1001526,12,12,17,38,14,35
pg_1001527,112,132,110,139,144,203
pg_1001529,0,0,0,5,2,0
pg_1001534,305,275,211,221,215,413
pg_1001536,5,1,4,5,2,2
pg_1001538,3,12,13,16,19,19
pg_1001539,314,226,399,114,137,130
pg_1001540,5,2,6,10,11,12
pg_1001546,76,44,59,202,274,280
pg_1001551,19,17,31,24,28,32
pg_1001558,290,282,348,432,577,494
pg_1001560,7,11,11,9,13,12
pg_1001562,1515,1152,1481,3543,3978,4358
pg_1001563,0,0,0,0,0,0
pg_1001565,2,0,0,0,0,5
pg_1001566,0,3,0,0,0,0
pg_1001567,445,415,458,1011,1100,823
pg_1001568,9,25,9,29,63,31
pg_1001569,1,0,0,0,44,8
pg_1001572,413,469,603,194,171,134
pg_1001573,28,18,33,7,1,13
pg_1001580,0,0,0,0,0,0
pg_1001581,5,10,3,7,17,12
pg_1001587,0,0,0,0,0,0
pg_1001588,0,0,0,0,0,0
pg_1001591,52,36,68,364,272,198
pg_1001594,3,9,2,0,9,0
pg_1001596,0,0,0,0,0,0
pg_1001597,0,0,0,163,127,140
pg_1001600,58,50,101,101,132,127
pg_1001601,0,0,0,0,0,0
pg_1001604,0,2,0,0,0,0
pg_1001606,1,0,0,0,0,0
pg_1001607,0,0,0,0,0,0
pg_1001608,0,0,0,14,12,19
pg_1001609,48,25,39,77,60,73
pg_1001610,0,0,0,2,2,2
pg_1001611,0,0,0,0,0,0
pg_1001612,15,25,19,117,75,98
pg_1001613,45,51,43,152,189,280
pg_1001614,52,65,66,258,273,425
pg_1001618,0,0,1,2,0,0
pg_1001619,0,0,0,6,7,22
pg_1001620,2,0,0,45,22,25
pg_1001621,0,0,0,50,32,85
pg_1001622,1,0,0,0,4,0
pg_1001626,3,2,1,3,12,4
pg_1001627,33,31,21,27,25,39
pg_1001629,2,0,1,1,0,4
pg_1001632,343,331,327,329,288,565
pg_1001633,15,19,29,56,52,59
pg_1001634,0,0,0,6,1,3
pg_1001635,4,0,6,7,1,4
pg_1001636,1,0,0,1,0,0
pg_1001637,0,0,0,0,0,0
pg_1001642,2,3,5,2,6,1
pg_1001643,0,0,0,0,0,0
pg_1001644,0,0,1,0,0,0
pg_1001647,10,6,1,3,3,10
pg_1001653,0,0,2,0,0,3
pg_1001660,0,0,0,0,0,0
pg_1001661,4,0,4,7,3,1
pg_1001662,0,0,0,0,0,0
pg_1001663,0,0,0,0,0,0
pg_1001664,179,109,89,86,95,144
pg_1001665,187,181,156,331,305,416
pg_1001666,1,0,0,0,0,2
pg_1001667,114,78,6,113,361,129
pg_1001668,1,0,0,0,0,0
pg_1001670,0,0,0,0,0,0
pg_1001671,7561,7164,5956,458,495,235
pg_1001672,11,22,0,61,96,26
pg_1001673,147,153,134,750,790,517
pg_1001678,0,0,0,0,0,4
pg_1001679,2,0,0,3,8,7
pg_1001685,387,303,434,342,403,354
pg_1001686,0,0,0,0,0,0
pg_1001687,0,0,0,53,54,80
pg_1001688,0,0,0,0,0,1
pg_1001689,275,169,272,536,587,603
pg_1001694,94,112,160,267,232,248
pg_1001695,32,45,21,21,41,40
pg_1001696,591,638,383,516,550,381
pg_1001699,8,1,4,0,0,0
pg_1001700,339,368,325,253,173,361
pg_1001701,9,12,11,20,21,12
pg_1001702,0,0,2,13,11,5
pg_1001703,1,0,0,2,0,1
pg_1001706,100,97,120,231,288,315
pg_1001707,0,0,0,0,0,0
pg_1001708,0,0,0,0,0,0
pg_1001709,0,0,0,0,0,0
pg_1001711,0,0,0,0,0,0
pg_1001712,0,0,0,0,0,0
pg_1001717,5,5,10,74,76,75
pg_1001718,0,0,0,0,0,0
pg_1001720,87,164,61,50,60,50
pg_1001725,0,0,0,0,0,0
pg_1001726,802,750,886,4,8,8
pg_1001728,0,0,0,0,0,0
pg_1001729,119,124,141,184,179,172
pg_1001730,9,6,15,18,14,15
pg_1001731,4,6,6,7,0,1
pg_1001734,35,34,37,13,13,20
pg_1001738,28,19,24,4,1,0
pg_1001740,382,323,360,412,372,426
pg_1001741,311,252,210,65,74,135
pg_1001742,169,161,189,364,315,305
pg_1001743,276,265,222,513,510,685
pg_1001744,0,0,0,2,11,2
pg_1001748,476,306,436,843,655,472
pg_1001749,7,0,4,2,4,0
pg_1001750,497,370,269,369,175,509
pg_1001751,8,15,29,30,34,38
pg_1001753,0,0,0,0,0,0
pg_1001756,0,0,0,0,0,0
pg_1001757,40,33,83,8,19,19
pg_1001758,0,0,0,0,0,0
pg_1001760,0,0,0,0,0,0
pg_1001763,60,69,73,40,44,38
pg_1001764,559,401,496,777,703,554
pg_1001765,7,5,3,7,7,6
pg_1001766,14,17,19,136,115,283
pg_1001768,118,106,114,0,0,1
pg_1001769,588,672,540,1012,1003,1737
pg_1001772,7,4,2,3,8,23
pg_1001773,991,987,915,865,1037,1461
pg_1001775,0,0,0,0,0,0
pg_1001776,20,32,26,226,266,277
pg_1001777,0,0,1,1,0,0
pg_1001778,166,131,157,325,359,318
pg_1001779,188,161,283,37,23,21
pg_1001780,87,57,108,52,55,62
pg_1001782,0,0,0,0,0,0
pg_1001785,0,0,1,0,2,3
pg_1001786,27,26,23,28,26,58
pg_1001787,2,1,10,2,3,6
pg_1001788,36,37,20,60,46,73
pg_1001789,673,534,599,28,44,35
pg_1001790,126,118,111,97,113,94
pg_1001791,139,123,158,171,205,186
pg_1001796,21,15,13,37,47,62
pg_1001797,90,91,68,84,90,90
pg_1001798,42,50,52,22,16,22
pg_1001799,42,47,36,74,76,66
pg_1001801,2,3,8,2,2,7
pg_1001803,530,409,421,472,510,661
pg_1001805,0,0,0,0,0,0
pg_1001806,23,12,15,8,17,11
pg_1001807,0,0,0,0,2,0
pg_1001808,8,3,19,3,7,1
pg_1001809,426,385,410,128,116,123
pg_1001810,50,53,31,36,26,28
pg_1001811,3,1,1,0,1,0
pg_1001812,94,66,101,165,197,133
pg_1001813,0,0,0,9,7,29
pg_1001817,22,30,7,135,144,206
pg_1001818,7,3,8,39,54,43
pg_1001819,0,0,0,0,0,0
pg_1001820,505,509,586,127,121,140
pg_1001822,145,102,187,96,64,118
pg_1001823,48,61,40,33,10,38
pg_1001824,169,196,133,531,326,395
pg_1001825,63,75,68,47,41,82
pg_1001826,13,6,7,9,10,4
pg_1001827,0,0,0,3,1,0
pg_1001828,23,16,37,105,101,137
pg_1001829,167,164,174,43,49,77
pg_1001830,0,0,0,0,0,0
pg_1001831,41,18,55,67,83,44
pg_1001834,24,27,27,79,93,63
pg_1001835,25,30,29,50,38,76
pg_1001836,1,3,0,3,6,2
pg_1001837,2,0,0,41,56,32
pg_1001841,0,0,0,0,1,0
pg_1001842,0,0,0,0,0,0
pg_1001843,5,0,0,0,0,1
pg_1001844,0,0,0,88,125,103
pg_1001849,30,66,40,383,469,225
pg_1001850,177,203,183,192,239,234
pg_1001851,276,317,243,533,432,600
pg_1001852,0,0,0,6,3,17
pg_1001853,0,0,0,0,0,0
pg_1001854,148,121,168,271,332,227
pg_1001855,172,126,152,221,269,263
pg_1001856,0,0,0,0,0,0
pg_1001857,45,25,45,7,14,11
pg_1001858,325,253,366,249,359,278
pg_1001859,136,124,177,228,230,293
pg_1001860,953,879,1353,234,252,198
pg_1001861,18,14,24,67,74,66
pg_1001862,69,87,53,342,310,274
pg_1001863,0,0,0,0,1,0
pg_1001864,3,0,0,1,0,0
pg_1001865,32,48,41,40,51,52
pg_1001866,623,470,683,661,724,608
pg_1001867,775,755,625,801,901,589
pg_1001869,0,0,0,0,3,0
pg_1001870,0,0,0,0,0,0
pg_1001871,0,0,0,0,0,0
pg_1001872,0,0,0,1,0,0
pg_1001884,1,1,2,3,9,15
pg_1001885,79,79,100,135,84,208
pg_1001893,30,22,33,141,169,111
pg_1001894,0,0,0,0,0,0
pg_1001897,15,10,3,8,17,23
pg_1001898,10,5,10,29,36,12
pg_1001900,96,84,90,1,0,0
pg_1001905,0,0,0,0,0,0
pg_1001906,0,0,0,0,0,0
pg_1001908,0,1,0,168,171,158
pg_1001909,57,37,40,43,45,25
pg_1001911,4,0,3,0,1,0
pg_1001912,0,0,0,0,0,0
pg_1001918,0,0,0,9,20,20
pg_1001924,0,0,0,0,5,0
pg_1001926,0,0,0,7,25,5
pg_1001928,47,49,0,0,0,0
pg_1001929,0,1,44,69,110,56
pg_1001930,1,0,0,2,2,0
pg_1001933,111,58,97,88,78,91
pg_1001934,111,58,97,88,78,91
pg_1001935,0,44,40,72,29,136
pg_1001936,111,58,97,88,78,91
pg_1001938,250,127,194,105,100,121
pg_1001940,0,0,0,0,0,0
pg_1001944,184,148,129,0,3,2
pg_1001946,153,125,151,4,1,2
pg_1001950,3,1,5,19,15,4
pg_1001952,0,0,0,44,35,32
pg_1001953,0,0,0,0,0,0
pg_1001954,0,0,0,0,0,0
pg_1001957,65,58,25,85,60,85
pg_1001958,47,35,7,240,263,150
pg_1001960,70,72,61,215,181,171
pg_1001961,0,0,0,0,0,0
pg_1001965,4,15,8,18,10,3
pg_1001966,31,16,20,1,10,12
pg_1001970,49,72,83,122,113,106
pg_1001971,1226,1393,753,960,1164,425
pg_1001976,0,0,0,0,0,0
pg_1001983,0,0,0,0,0,0
pg_1001985,5,1,0,299,340,347
pg_1001986,1,0,2,3,2,0
pg_1001988,8,2,22,37,19,68
pg_1001994,2,0,4,0,0,0
pg_1001995,100,75,119,103,76,43
pg_1001996,115,94,149,95,109,128
pg_1001997,140,153,185,215,183,194
pg_1001998,121,103,148,123,93,218
pg_1001999,36,44,77,197,221,117
pg_1002000,148,100,169,284,286,182
pg_1002001,16,22,8,27,11,39
pg_1002002,54,70,73,43,42,44
pg_1002005,649,584,849,1047,1153,1084
pg_1002006,0,0,0,0,0,0
pg_1002010,42,35,48,37,27,56
pg_1002011,911,929,1137,1,2,7
pg_1002013,60,91,94,284,261,282
pg_1002014,581,542,409,149,272,146
pg_1002015,288,246,337,106,75,80
pg_1002016,336,264,257,196,244,293
pg_1002017,111,133,104,161,115,125
pg_1002021,358,268,382,869,729,428
pg_1002022,0,4,3,14,9,4
pg_1002023,73,75,68,106,85,144
pg_1002024,93,73,125,263,270,294
pg_1002025,74,75,68,165,176,109
pg_1002028,84,57,47,81,69,157
pg_1002029,549,500,432,481,515,821
pg_1002030,1523,1329,1703,1320,1183,1333
pg_1002032,67,79,111,296,329,229
pg_1002038,1068,961,994,1507,1474,1608
pg_1002039,132,100,165,436,505,220
pg_1002041,195,163,200,374,402,364
pg_1002042,37,37,28,88,87,76
pg_1002043,0,0,0,0,0,0
pg_1002045,1445,1286,1221,1152,1125,1118
pg_1002046,19,31,13,20,27,29
pg_1002047,0,0,0,0,0,0
pg_1002048,127,110,176,329,333,246
pg_1002049,29,25,31,49,74,33
pg_1002050,524,499,375,445,368,336
pg_1002052,2,6,1,8,10,18
pg_1002053,18,33,46,84,82,83
pg_1002055,32,50,37,122,190,287
pg_1002056,2,0,7,63,78,105
pg_1002057,70,41,60,75,66,30
pg_1002058,70,41,60,75,66,30
pg_1002059,70,41,60,75,66,30
pg_1002062,375,403,316,48,29,26
pg_1002063,0,0,0,0,0,1
pg_1002065,33,40,35,16,8,8
pg_1002066,528,574,493,164,129,145
pg_1002067,32,34,37,99,122,132
pg_1002074,1,0,0,0,0,0
pg_1002075,469,439,441,713,604,875
pg_1002076,4,4,5,25,16,8
pg_1002077,0,4,1,10,17,9
