Gene_ID,Sample_con-1,Sample_con-2,Sample_con-3,Sample_trt-1,Sample_trt-2,Sample_trt-3
pg_17010261,0,0,0,0,0,0
pg_17010262,406,502,216,611,553,294
pg_17010263,0,0,0,0,0,2
pg_17010264,25,11,13,13,9,20
pg_17010265,184,154,257,529,476,428
pg_17010266,739,804,689,432,496,262
pg_17010267,1019,976,863,676,665,941
pg_17010268,15,20,9,28,74,43
pg_17010270,0,0,0,0,0,0
pg_17010272,732,643,501,561,492,678
pg_17010273,646,560,631,941,1051,1269
pg_17010275,24,16,23,56,65,59
pg_17010277,627,535,493,45,73,91
pg_17010278,18,14,15,9,7,4
pg_17010279,110,130,114,142,188,153
pg_17010280,2,2,4,3,10,9
pg_17010281,6,4,4,13,10,21
pg_17010282,186,155,205,550,439,599
pg_17010283,49,60,44,85,104,65
pg_17010285,8,14,12,0,5,0
pg_17010286,0,0,0,0,0,0
pg_17010288,593,519,584,458,481,542
pg_17010289,7,12,27,46,58,23
pg_17010290,88,70,94,160,206,148
pg_17010291,551,582,571,43,57,34
pg_17010292,24,21,19,1,0,1
pg_17010293,0,0,0,1,3,0
pg_17010295,551,582,571,43,57,34
pg_17010296,30,23,31,32,10,46
pg_17010297,3,4,1,2,4,8
pg_17010301,10,1,9,145,155,117
pg_17010304,3,6,0,37,6,6
pg_17010308,5717,5265,5287,4008,4333,4424
pg_17010313,95,76,102,29,32,60
pg_17010314,8,5,2,111,112,250
pg_17010315,351,369,386,7,2,18
pg_17010316,3,1,2,0,0,0
pg_17010317,14,2,11,6,14,8
pg_17010318,0,2,1,3,2,3
pg_17010320,7,4,26,16,6,4
pg_17010322,0,0,0,0,0,0
pg_17010323,0,0,0,0,0,0
pg_17010324,174,104,136,98,120,109
pg_17010325,181,174,206,37,69,57
pg_17010327,431,357,202,1,3,1
pg_17010328,687,649,771,371,399,432
pg_17010332,0,0,0,0,0,0
pg_17010333,0,0,0,0,0,5
pg_17010334,64,74,117,188,207,141
pg_17010335,43,20,31,146,140,90
pg_17010336,488,538,540,358,415,288
pg_17010337,0,0,0,33,88,67
pg_17010338,213,143,264,363,310,296
pg_17010339,92,98,51,104,125,123
pg_17010340,29,34,31,8,12,26
pg_17010341,0,0,0,8,4,6
pg_17010342,80,67,40,87,47,126
pg_17010343,569,478,546,98,57,93
pg_17010344,95,108,109,62,39,82
pg_17010345,1530,1446,1340,1781,1666,2250
pg_17010346,113,90,113,59,28,43
pg_17010347,2333,1942,1560,0,1,2
pg_17010348,602,487,377,0,0,4
pg_17010349,0,0,0,1,3,8
pg_17010350,501,490,619,787,522,868
pg_17010351,3,2,4,274,360,439
pg_17010352,0,0,0,0,0,0
pg_17010355,8,4,6,67,59,64
pg_17010356,29,32,26,154,143,141
pg_17010359,111,87,100,90,119,157
pg_17010363,0,0,0,2,0,0
pg_17010364,103,50,72,1,5,12
pg_17010365,1,1,0,0,1,4
pg_17010366,93,81,82,160,167,100
pg_17010367,10,20,15,47,47,63
pg_17010368,0,0,0,0,2,2
pg_17010369,0,0,0,0,0,0
pg_17010370,105,94,131,139,123,183
pg_17010371,373,340,583,858,1123,478
pg_17010372,1,2,0,0,0,4
pg_17010373,0,1,1,2,2,3
pg_17010374,3,0,0,2,0,2
pg_17010375,80,102,61,124,117,192
pg_17010376,32,36,54,11,14,19
pg_17010377,175,162,123,100,133,202
pg_17010378,692,554,533,153,82,167
pg_17010379,214,178,186,306,357,215
pg_17010384,1651,1604,1943,5094,4775,5784
pg_17010385,269,271,243,100,114,108
pg_17010386,73,89,80,87,86,92
pg_17010388,88,113,96,148,110,136
pg_17010389,551,370,502,30,11,17
pg_17010400,62,89,79,146,145,186
pg_17010404,1650,1490,1616,2669,2836,2979
pg_17010405,93,136,161,148,148,153
pg_17010406,207,231,234,455,451,462
pg_17010407,0,0,3,1,1,3
pg_17010408,1660,1508,1856,385,357,358
pg_17010409,242,194,292,125,144,142
pg_17010410,0,1,0,0,0,0
pg_17010411,59,43,61,156,164,111
pg_17010412,33,15,25,51,43,96
pg_17010413,0,0,5,0,0,0
pg_17010414,3,8,11,40,14,22
pg_17010415,0,0,2,0,0,0
pg_17010417,147,102,78,240,242,264
pg_17010418,4,5,11,10,15,1
pg_17010419,1,3,0,5,2,2
pg_17010420,5,10,4,25,27,6
pg_17010421,19,20,17,25,28,31
pg_17010422,1,1,2,6,8,0
pg_17010425,0,0,0,1,0,0
pg_17010426,0,0,0,0,0,0
pg_17010430,168,116,199,272,322,278
pg_17010431,0,0,0,0,0,1
pg_17010432,0,0,0,6,0,0
pg_17010437,144,201,172,194,159,279
pg_17010438,42,36,25,15,40,64
pg_17010439,52,67,75,105,73,116
pg_17010440,0,2,0,10,6,4
pg_17010441,12,2,2,162,306,119
pg_17010443,0,0,0,0,0,0
pg_17010444,0,0,0,1,2,2
pg_17010447,458,388,371,0,0,0
pg_17010448,0,0,0,0,0,0
pg_17010449,0,0,0,0,0,0
pg_17010451,17,23,23,28,14,31
pg_17010452,1,11,8,5,9,6
pg_17010453,374,285,372,384,380,414
pg_17010454,154,113,115,185,137,208
pg_17010456,0,0,1,0,1,0
pg_17010457,1,1,2,0,1,2
pg_17010459,48,46,108,150,181,124
pg_17010460,608,574,438,127,149,161
pg_17010461,0,0,0,0,0,0
pg_17010464,0,0,0,0,1,0
pg_17010467,3,0,4,16,18,41
pg_17010468,3,1,0,1,5,15
pg_17010469,1,0,0,0,0,0
pg_17010470,6,4,8,1,1,2
pg_17010471,18,16,14,37,47,25
pg_17010472,348,311,341,142,168,163
pg_17010475,9,3,2,65,38,83
pg_17010476,33,31,46,451,527,432
pg_17010477,6,13,11,24,35,47
pg_17010479,76,87,96,68,78,92
pg_17010480,33,44,43,86,60,36
pg_17010481,0,0,0,0,0,0
pg_17010484,179,137,198,1287,1222,1141
pg_17010486,0,0,0,0,2,0
pg_17010487,166,237,144,114,145,180
pg_17010488,6,8,2,14,5,6
pg_17010489,0,0,0,1,0,2
pg_17010493,114,76,65,84,65,106
pg_17010494,831,800,773,936,924,1024
pg_17010495,0,0,0,0,0,0
pg_17010500,0,1,0,1,1,0
pg_17010504,10,5,1,1,0,4
pg_17010505,622,470,610,827,698,652
pg_17010506,91,56,67,164,221,209
pg_17010507,341,370,332,466,441,846
pg_17010508,185,179,238,371,430,277
pg_17010509,2,0,0,3,0,1
pg_17010512,4,8,4,14,27,14
pg_17010513,830,887,899,1161,1098,1371
pg_17010514,0,2,0,2,1,2
pg_17010515,183,182,196,345,381,504
pg_17010518,273,227,245,126,102,143
pg_17010519,9,6,7,27,37,70
pg_17010520,8,3,5,1122,1256,741
pg_17010521,742,835,450,335,410,361
pg_17010522,66,66,95,187,187,138
pg_17010528,61,73,71,64,104,97
pg_17010529,137,132,146,147,138,202
pg_17010530,1804,1685,1568,139,137,44
pg_17010531,332,172,241,2,0,0
pg_17010532,777,810,849,965,890,929
pg_17010533,2,6,3,9,12,1
pg_17010536,409,422,370,394,459,596
pg_17010537,8,13,10,23,33,29
pg_17010538,15,14,16,11,14,33
pg_17010539,1,0,1,1,7,16
pg_17010540,0,0,1,6,6,5
pg_17010542,0,0,0,0,0,0
pg_17010546,41,19,46,69,88,81
pg_17010547,17,15,8,56,37,72
pg_17010548,110,135,116,3,7,6
pg_17010549,788,684,852,1242,1076,1130
pg_17010550,287,251,356,567,647,444
pg_17010551,2,0,0,13,23,30
pg_17010552,0,0,0,4,0,5
pg_17010555,0,0,0,4,0,5
pg_17010558,18,26,22,22,33,23
pg_17010559,148,185,162,196,169,218
pg_17010560,179,137,239,127,98,50
pg_17010561,164,149,178,182,138,250
pg_17010562,195,193,191,119,126,86
pg_17010563,301,468,182,285,474,155
pg_17010566,6,0,0,0,0,0
pg_17010567,0,0,0,0,0,0
pg_17010568,22,29,0,0,0,0
pg_17010569,76,48,51,65,69,38
pg_17010574,5,3,4,4,2,3
pg_17010575,0,0,1,5,0,1
pg_17010576,370,357,280,2,2,0
pg_17010577,14,10,28,32,13,15
pg_17010578,81,73,70,73,82,134
pg_17010579,629,640,767,991,839,693
pg_17010580,0,0,0,0,0,0
pg_17010582,333,305,313,387,345,316
pg_17010583,167,169,179,98,124,95
pg_17010586,10,8,10,5,13,26
pg_17010588,0,0,0,0,0,0
pg_17010591,15,14,12,65,65,60
pg_17010592,383,212,338,228,232,210
pg_17010593,785,615,809,63,82,58
pg_17010594,0,0,1,0,0,0
pg_17010595,0,0,0,0,0,0
pg_17010596,276,257,322,525,591,600
pg_17010597,0,0,0,47,70,55
pg_17010598,243,222,276,543,579,315
pg_17010601,1087,904,1042,439,467,492
pg_17010602,398,281,523,511,506,418
pg_17010603,0,0,0,0,0,0
pg_17010604,0,0,0,0,0,0
pg_17010605,0,0,0,0,0,0
pg_17010606,0,0,0,0,0,0
pg_17010607,0,0,0,0,0,0
pg_17010608,244,208,267,338,389,596
pg_17010609,459,505,471,4333,4390,5011
pg_17010610,37,39,30,97,94,131
pg_17010611,8,13,25,15,7,7
pg_17010612,74,93,83,439,444,585
pg_17010616,0,0,0,71,119,77
pg_17010617,528,396,774,86,71,70
pg_17010618,0,0,0,0,3,0
pg_17010619,171,147,142,112,91,233
pg_17010620,0,0,0,0,0,0
pg_17010621,93,83,116,73,93,86
pg_17010622,20,14,24,23,36,35
pg_17010623,130,165,139,179,152,167
pg_17010624,8,4,7,11,7,8
pg_17010625,2,5,6,7,4,14
pg_17010626,0,0,0,0,4,1
pg_17010627,0,0,0,0,0,0
pg_17010628,0,0,0,0,0,0
pg_17010632,201,160,227,509,492,515
pg_17010633,0,0,0,0,0,0
pg_17010634,468,447,477,276,265,295
pg_17010635,0,0,0,49,39,42
pg_17010636,0,0,0,5,1,0
pg_17010637,125,103,224,235,220,145
pg_17010638,2,15,13,11,6,6
pg_17010639,2,1,1,5,14,14
pg_17010641,0,2,3,5,3,2
pg_17010642,18,2,28,29,35,55
pg_17010643,3,3,5,3,2,7
pg_17010647,0,8,0,2,0,0
pg_17010649,33,26,31,516,525,671
pg_17010650,0,0,0,40,30,30
pg_17010651,7,10,14,73,51,104
pg_17010652,73,68,55,53,62,99
pg_17010653,0,0,0,2,4,9
pg_17010654,121,140,154,302,340,298
pg_17010655,0,1,0,4,2,7
pg_17010656,119,81,126,3,1,6
pg_17010658,619,571,664,854,943,822
pg_17010659,291,375,396,1611,1694,1614
pg_17010660,182,151,112,77,15,41
pg_17010661,16,3,32,16,13,28
pg_17010662,402,359,503,446,400,452
pg_17010664,0,0,0,0,0,0
pg_17010666,30,36,18,26,13,23
pg_17010668,0,0,0,0,0,0
pg_17010669,0,0,0,0,0,0
pg_17010670,7,0,1,112,110,125
pg_17010671,0,0,0,0,0,0
pg_17010672,116,105,225,1261,1426,905
pg_17010673,15,13,6,116,144,136
pg_17010674,302,286,401,500,580,345
pg_17010675,37,61,20,66,26,57
pg_17010676,261,193,235,134,127,182
pg_17010677,62,38,101,120,106,67
pg_17010678,2526,2413,2438,53,74,39
pg_17010679,259,207,285,147,138,177
pg_17010680,0,2,1,0,6,5
pg_17010681,0,0,0,0,0,0
pg_17010682,2,5,6,20,20,19
pg_17010683,36,28,34,16,7,8
pg_17010684,103,92,114,169,218,225
pg_17010685,17,13,6,94,83,107
pg_17010686,296,269,331,727,581,899
pg_17010687,238,281,478,666,834,421
pg_17010690,0,0,0,0,0,0
pg_17010691,177,117,196,93,95,91
pg_17010692,236,221,328,224,183,192
pg_17010693,211,220,232,438,658,607
pg_17010694,0,0,0,57,61,85
pg_17010695,0,0,0,30,18,37
pg_17010697,4,3,5,54,67,79
pg_17010698,54,63,111,59,85,62
pg_17010699,118,100,162,175,161,155
pg_17010700,2,7,1,60,46,76
pg_17010701,9,0,0,4,1,0
pg_17010706,56,45,69,216,285,177
pg_17010707,74,72,65,13,4,7
pg_17010709,125,168,119,42,41,84
pg_17010710,51,38,68,110,163,200
pg_17010719,0,0,0,5,1,0
pg_17010720,1,3,2,0,0,0
pg_17010721,46,46,76,150,141,110
pg_17010722,2,0,6,3,1,5
pg_17010723,0,0,0,0,0,0
pg_17010724,0,0,0,0,0,0
pg_17010727,63,87,60,203,141,222
pg_17010728,134,148,159,204,238,246
pg_17010730,0,0,0,0,0,0
pg_17010731,0,0,0,0,0,0
pg_17010732,8,0,4,1,2,12
pg_17010733,0,0,0,0,0,0
pg_17010735,0,0,0,7,5,7
pg_17010737,413,568,375,234,215,254
pg_17010738,0,0,0,0,0,3
pg_17010741,1,2,1,0,0,5
pg_17010742,5,2,12,126,142,247
pg_17010743,24,16,31,48,38,47
pg_17010744,129,106,110,5,15,24
pg_17010746,0,0,0,0,0,2
pg_17010753,11,0,18,19,9,5
pg_17010754,22,16,42,47,22,32
pg_17010755,0,0,0,0,0,0
pg_17010756,0,1,1,1,0,0
pg_17010757,3,0,3,26,13,9
pg_17010759,0,0,0,0,0,0
pg_17010760,0,1,0,0,4,0
pg_17010761,5,8,4,0,2,0
pg_17010766,0,0,0,0,84,8
pg_17010770,0,0,0,5,0,0
pg_17010774,0,0,0,0,0,0
pg_17010776,6,9,7,3,1,2
pg_17010777,754,625,813,0,0,0
pg_17010780,6,6,1,8,8,1
pg_17010781,48,38,53,221,269,294
pg_17010782,3,0,1,5,5,0
pg_17010789,0,6,2,3,5,5
pg_17010793,0,0,0,0,0,0
pg_17010794,154,135,103,50,88,77
pg_17010795,1,1,0,1,2,3
pg_17010796,0,0,0,0,0,0
pg_17010797,10,7,6,4,14,15
pg_17010798,158,168,119,148,154,172
pg_17010799,0,0,0,0,0,0
pg_17010800,44,51,25,25,14,25
pg_17010801,162,134,144,239,215,253
pg_17010802,5,2,13,2,0,4
pg_17010803,1,0,0,4,0,0
pg_17010805,32,22,47,43,7,22
pg_17010806,85,82,98,255,310,210
pg_17010807,0,0,0,0,0,1
pg_17010808,27,17,26,28,24,45
pg_17010809,50,9,27,70,42,78
pg_17010810,20,13,37,22,11,20
pg_17010811,0,0,0,0,0,0
pg_17010812,135,145,86,109,113,249
pg_17010815,0,0,0,0,5,0
pg_17010817,0,0,0,0,4,0
pg_17010819,116,126,96,57,49,77
pg_17010820,33,38,50,25,15,24
pg_17010821,5545,4732,5138,738,613,600
pg_17010822,58,52,52,145,179,326
pg_17010825,148,69,217,521,623,502
pg_17010826,266,319,205,249,295,305
pg_17010827,54,39,25,481,715,502
pg_17010828,241,225,229,180,143,252
pg_17010829,757,578,877,294,260,286
pg_17010830,18,22,19,308,309,407
pg_17010831,6,8,5,268,218,279
pg_17010832,114,52,79,160,108,150
pg_17010833,114,73,60,51,48,29
pg_17010834,5222,4955,4862,24,23,35
pg_17010835,17,16,15,24,50,60
pg_17010836,89,66,112,43,51,55
pg_17010837,88,130,102,133,166,161
pg_17010838,1150,1164,1351,4600,5501,5417
pg_17010839,374,292,287,435,458,658
pg_17010840,52,50,52,152,144,168
pg_17010841,288,238,250,223,245,257
pg_17010845,584,529,666,379,363,369
pg_17010846,77,93,105,91,84,95
pg_17010847,32,22,41,192,264,262
pg_17010848,158,102,122,210,224,232
pg_17010849,232,212,238,122,129,179
pg_17010850,295,266,357,590,724,484
pg_17010851,58,68,108,235,340,208
pg_17010852,255,228,314,340,426,322
pg_17010853,28,52,57,13,21,37
pg_17010854,118,61,100,11,20,13
pg_17010855,2,5,2,34,43,46
pg_17010857,22,15,18,311,297,229
pg_17010858,35,23,43,94,104,106
pg_17010860,2,3,5,8,6,26
pg_17010861,265,163,234,298,333,271
pg_17010863,1,0,2,2,5,0
pg_17010866,0,0,0,1,0,9
pg_17010867,274,229,335,186,196,382
pg_17010869,0,0,0,2,4,1
pg_17010878,0,0,0,0,0,2
pg_17010879,40,58,48,76,92,103
pg_17010880,122,147,134,106,97,107
pg_17010881,947,922,1010,790,565,869
pg_17010882,7793,5237,5525,15,8,19
pg_17010883,161,155,113,180,154,303
pg_17010884,0,0,0,0,0,0
pg_17010887,0,0,0,0,0,0
pg_17010888,0,0,0,0,0,0
pg_17010889,0,0,0,0,0,0
pg_17010890,4,2,8,26,27,38
pg_17010891,11,3,1,151,114,188
pg_17010892,0,7,9,2,1,2
pg_17010893,162,174,136,499,428,555
pg_17010894,158,166,245,307,309,208
pg_17010895,0,0,0,4,2,0
pg_17010896,161,108,99,62,46,149
pg_17010899,3,0,3,1,0,2
pg_17010900,660,579,744,415,496,644
pg_17010901,35,38,24,25,25,32
pg_17010902,6110,7851,2941,3423,4029,1231
pg_17010903,88,90,47,49,45,96
pg_17010904,16,21,23,6,12,31
pg_17010905,545,450,439,589,605,779
pg_17010906,52,61,70,77,89,82
pg_17010907,6,6,6,8,10,28
pg_17010908,47,39,40,44,24,69
pg_17010909,27,23,24,68,108,153
pg_17010910,18,11,4,8,18,16
pg_17010911,314,241,384,21,17,18
pg_17010912,4,4,2,669,858,725
pg_17010913,0,0,0,0,1,0
pg_17010914,159,175,150,272,256,310
pg_17010915,65,30,63,75,91,107
pg_17010916,1,0,3,2,24,16
pg_17010917,35,20,10,45,50,83
pg_17010919,118,87,111,531,514,507
pg_17010920,4,11,2,101,122,116
pg_17010921,137,148,163,103,109,129
pg_17010923,0,0,0,0,0,0
pg_17010924,11,8,12,12,10,14
pg_17010925,198,177,197,233,289,302
pg_17010926,46,17,17,22,11,21
pg_17010927,5,14,8,16,7,33
pg_17010928,2,6,1,2,0,2
pg_17010929,164,149,138,307,324,258
pg_17010930,0,0,0,0,0,0
pg_17010931,0,0,0,0,0,0
pg_17010933,0,0,0,0,0,0
pg_17010934,2,0,1,5,1,0
pg_17010935,4,5,5,0,3,2
pg_17010936,37,31,23,37,30,25
pg_17010937,917,860,747,969,935,1094
pg_17010938,45,62,75,112,143,86
pg_17010939,2089,2108,1948,1408,1480,1250
pg_17010940,134,123,183,166,226,172
pg_17010942,0,0,0,0,0,0
pg_17010943,247,257,299,405,410,518
pg_17010944,104,59,47,15,7,17
pg_17010945,3,3,13,1,0,1
pg_17010949,2,0,3,0,0,0
pg_17010950,3,0,1,1,10,2
pg_17010951,189,155,274,124,122,93
pg_17010952,12,4,11,1,0,0
pg_17010953,33,19,9,112,150,134
pg_17010954,5,8,0,12,7,0
pg_17010955,4,3,0,21,24,8
pg_17010956,656,632,721,1305,1487,964
pg_17010957,3,1,4,12,5,6
pg_17010958,56,76,67,58,71,96
pg_17010959,0,0,2,0,1,0
pg_17010960,337,270,227,544,484,587
pg_17010963,9,5,10,3,1,1
pg_17010964,0,0,0,4,2,13
pg_17010965,1,0,6,9,2,14
pg_17010966,103,149,105,89,86,132
pg_17010967,6,0,3,8,8,16
pg_17010968,0,0,0,0,0,0
pg_17010973,74,66,63,26,38,27
pg_17010974,160,132,126,423,437,488
pg_17010975,31,27,36,310,282,320
pg_17010976,5,9,2,10,7,22
pg_17010977,286,308,262,154,139,282
pg_17010978,221,210,128,266,286,226
pg_17010982,17,4,8,340,446,598
pg_17010983,7,6,10,2,7,4
pg_17010984,0,0,0,1,0,0
pg_17010985,505,458,606,918,878,1291
pg_17010986,8,17,11,12,21,26
pg_17010987,1057,850,1078,720,689,762
pg_17010988,68,78,51,74,101,97
pg_17010989,1,4,0,6,0,0
pg_17010990,3,3,9,12,3,5
pg_17010991,43,49,20,12,20,34
pg_17010992,0,0,0,1,0,0
pg_17010993,119,71,141,269,324,181
pg_17010997,0,0,0,0,0,0
pg_17010998,108,264,52,0,0,4
pg_17010999,80,60,63,75,66,77
pg_17011000,118,110,174,1431,1850,1336
pg_17011001,275,256,285,184,188,270
pg_17011002,28,36,38,22,58,32
pg_17011003,82,91,35,253,185,308
pg_17011004,838,838,758,662,588,809
pg_17011005,0,0,0,0,0,0
pg_17011006,273,177,249,329,400,257
pg_17011007,191,128,225,509,719,361
pg_17011008,34,48,36,400,410,409
pg_17011009,5,9,8,20,29,47
pg_17011011,4,5,4,145,294,244
pg_17011012,213,197,170,175,146,192
pg_17011014,71,96,96,0,2,0
pg_17011016,963,1089,894,815,986,1246
pg_17011017,873,754,858,384,437,390
pg_17011018,89,88,74,176,164,126
pg_17011019,0,0,0,1,0,0
pg_17011021,40,32,15,1,1,0
pg_17011025,0,0,2,2,3,3
pg_17011026,1746,1647,1860,414,345,459
pg_17011031,74,48,78,58,49,33
pg_17011032,1,5,0,152,183,158
pg_17011039,0,0,0,0,0,0
pg_17011040,80,79,65,118,161,144
pg_17011041,106,143,135,98,103,160
pg_17011042,149,115,115,140,148,156
pg_17011043,58,44,35,17,5,33
pg_17011044,12,14,15,1,0,0
pg_17011045,1082,1057,548,25,14,42
pg_17011046,0,0,0,0,0,0
pg_17011047,20,5,18,1,0,0
pg_17011048,524,470,551,387,492,481
pg_17011051,200,150,164,273,221,322
pg_17011052,69,61,63,72,86,69
pg_17011053,7,9,12,5,6,6
pg_17011054,7,2,1,5,15,9
pg_17011055,140,130,167,177,135,156
pg_17011056,0,0,0,2,0,0
pg_17011057,11,10,12,117,105,158
pg_17011058,239,217,268,269,276,267
pg_17011059,955,835,1127,1684,1831,1461
pg_17011060,244,255,345,451,491,391
pg_17011061,0,0,0,4,20,11
pg_17011066,4875,4204,3372,384,184,178
pg_17011067,14,4,7,73,41,87
pg_17011068,185,253,285,268,304,261
pg_17011069,133,139,155,36,46,31
pg_17011070,651,529,862,766,1003,865
pg_17011071,54,57,57,58,71,70
pg_17011072,133,140,109,192,195,181
pg_17011073,51,34,62,196,180,207
pg_17011074,53,77,55,126,108,124
pg_17011075,10,6,4,12,15,22
pg_17011076,1401,1389,1203,719,699,652
pg_17011077,230,226,225,523,517,587
pg_17011078,91,54,84,74,85,116
pg_17011079,7,2,2,2,3,7
pg_17011080,33,29,29,106,113,138
pg_17011081,19,27,27,33,36,66
pg_17011082,0,2,0,5,4,1
pg_17011084,3,1,2,2,2,6
pg_17011087,284,267,287,426,531,439
pg_17011088,0,0,0,0,0,0
pg_17011089,8,1,9,64,77,107
pg_17011090,217,187,206,352,396,410
pg_17011091,293,308,384,405,460,544
pg_17011101,68,48,79,45,49,42
pg_17011106,0,0,0,0,0,0
pg_17011108,0,0,0,0,0,0
pg_17011109,1,5,7,0,2,9
pg_17011110,0,0,0,0,0,0
pg_18000015,145,115,153,184,238,135
pg_18000017,140,127,193,257,309,269
pg_18000018,0,2,0,0,0,0
pg_18000021,40,28,14,124,118,174
pg_18000022,0,0,0,1,1,0
pg_18000025,12,5,9,66,38,15
pg_18000029,72,52,59,219,217,219
pg_18000031,7,3,3,21,16,6
pg_18000032,0,0,0,0,1,4
pg_18000035,53,40,63,70,80,126
pg_18000036,9,3,12,32,38,12
pg_18000037,38,29,47,35,18,45
pg_18000038,0,0,0,0,0,0
pg_18000039,1,0,0,0,0,0
pg_18000040,331,311,484,696,636,559
pg_18000042,408,294,212,27,2,5
pg_18000043,0,3,0,0,0,0
pg_18000048,0,0,0,0,0,0
pg_18000050,144,127,116,80,100,232
pg_18000052,14,21,26,169,182,167
pg_18000054,101,100,154,296,348,219
pg_18000056,594,504,595,420,506,568
pg_18000057,132,118,75,191,201,280
pg_18000061,0,11,10,1,5,5
pg_18000062,14,18,14,23,55,44
pg_18000064,147,74,157,113,109,78
pg_18000065,0,4,2,2,12,7
pg_18000066,3,3,14,18,11,0
pg_18000067,31,14,37,20,31,14
pg_18000068,80,64,65,21,23,60
pg_18000069,0,0,0,0,0,0
pg_18000070,0,0,0,0,0,0
pg_18000071,217,212,249,548,530,554
pg_18000074,0,0,0,0,0,0
pg_18000076,25,56,22,16,34,45
pg_18000077,2,0,0,14,15,32
pg_18000078,72,71,46,57,70,85
pg_18000079,74,84,109,182,233,150
pg_18000080,2,3,6,2,4,3
pg_18000082,66,63,75,92,73,60
pg_18000083,25,27,13,178,212,192
pg_18000084,176,158,174,266,240,231
pg_18000087,158,142,123,46,50,42
pg_18000091,117,112,126,66,71,114
pg_18000092,0,2,6,1,1,8
pg_18000094,0,6,2,0,1,3
pg_18000096,25,21,24,61,50,66
pg_18000097,42,29,32,12,19,10
pg_18000098,31,25,18,105,177,150
pg_18000106,336,295,351,615,726,606
pg_18000107,2,0,4,1,0,9
pg_18000108,0,0,0,0,0,0
pg_18000109,0,0,0,0,0,0
pg_18000111,1583,1852,924,528,175,114
pg_18000112,74,99,60,15,16,38
pg_18000113,0,0,0,12,20,4
pg_18000114,544,438,665,768,835,363
pg_18000121,0,0,0,0,0,0
pg_18000122,0,0,0,0,0,0
pg_18000127,1,0,0,252,264,353
pg_18000129,215,182,135,112,122,197
pg_18000130,0,0,0,0,0,0
pg_18000131,0,0,0,0,0,0
pg_18000136,73,120,128,125,147,170
pg_18000137,56,67,37,60,67,85
pg_18000140,0,0,0,0,0,0
pg_18000141,9,4,17,51,81,102
pg_18000142,0,0,0,0,0,0
pg_18000153,13,15,11,28,22,25
pg_18000155,3,5,16,0,0,0
pg_18000157,1,1,1,0,9,0
pg_18000159,0,0,3,3,0,1
pg_18000165,755,706,1056,79,81,72
pg_18000169,36,45,53,55,25,47
pg_18000172,113,69,80,55,45,66
pg_18000175,385,464,412,386,350,406
pg_18000176,266,236,330,335,289,390
pg_18000177,0,2,5,13,8,3
pg_18000179,0,0,0,1,1,0
pg_18000180,23,11,11,8,11,7
pg_18000181,13,22,9,10,14,11
pg_18000182,12,24,26,24,27,29
pg_18000183,203,216,173,262,308,173
pg_18000184,0,0,0,4,2,2
pg_18000186,8,9,6,9,2,25
pg_18000187,177,226,260,372,346,188
pg_18000192,129,127,153,4,6,0
pg_18000200,291,290,377,324,346,131
pg_18000201,15,17,11,17,8,50
pg_18000204,0,0,0,0,0,0
pg_18000206,0,0,0,0,0,0
pg_18000207,82,54,93,97,91,95
pg_18000208,0,0,0,9,6,4
pg_18000210,287,254,392,462,381,338
pg_18000211,8,14,6,128,119,113
pg_18000212,2,0,1,606,6,27
pg_18000221,0,0,0,9,0,4
pg_18000222,203,235,153,170,183,219
pg_18000223,0,0,0,0,0,0
pg_18000234,0,0,1,0,0,0
pg_18000235,0,0,0,0,0,0
pg_18000236,0,0,0,0,0,0
pg_18000237,9,8,4,5,15,22
pg_18000238,387,392,321,502,531,381
pg_18000240,32,26,17,14,25,48
pg_18000241,0,0,0,0,0,0
pg_18000242,248,268,275,90,67,116
pg_18000243,197,183,220,216,238,247
pg_18000244,353,236,375,326,376,350
pg_18000251,17,37,22,292,402,379
pg_18000252,0,5,1,8,19,0
pg_18000253,0,0,0,0,0,0
pg_18000254,0,0,0,0,0,0
pg_18000255,10,12,8,22,22,25
pg_18000256,0,0,0,31,38,45
pg_18000257,0,0,0,0,0,0
pg_18000262,0,0,0,0,0,0
pg_18000263,0,0,0,0,0,0
pg_18000265,31,29,22,92,109,152
pg_18000266,101,121,95,251,302,392
pg_18000273,3,7,11,91,96,86
pg_18000274,0,0,0,0,0,0
pg_18000275,12,15,15,20,151,58
pg_18000276,2,1,2,1,0,0
pg_18000280,23,8,9,122,134,153
pg_18000281,0,0,0,0,0,0
pg_18000283,0,0,0,0,0,0
pg_18000285,298,278,348,320,357,340
pg_18000286,27,30,33,53,43,62
pg_18000287,94,65,74,192,203,275
pg_18000289,71,30,42,27,31,41
pg_18000291,89,63,105,52,49,46
pg_18000292,23,36,24,12,5,19
pg_18000295,0,0,0,0,0,0
pg_18000300,3,4,0,0,0,0
pg_18000301,8,17,3,6,7,2
pg_18000302,0,0,0,0,0,0
pg_18000304,953,850,1018,941,941,865
pg_18000305,0,2,0,166,122,222
pg_18000309,14,14,19,21,29,24
pg_18000312,341,359,480,798,704,680
pg_18000313,35,39,51,42,46,75
pg_18000314,1,0,0,2,0,0
pg_18000325,6,4,0,17,29,26
pg_18000332,16,21,11,18,13,29
pg_18000333,55,66,75,52,53,96
pg_18000334,1,4,1,86,146,86
pg_18000335,0,0,0,0,0,0
pg_18000336,120,84,116,85,74,98
pg_18000339,140,102,133,98,70,59
pg_18000342,5,14,10,16,14,25
